K2_ID,K2_campaign,GALAH_ID,GAIADR3_ID,numax,numax_err,Dnu,Dnu_err,L,L_err,Fe_H,Fe_H_err,alpha_Fe,alpha_Fe_err,Rg,Rg_16,Rg_84,Zmax,Zmax_16,Zmax_84,e,e_16,e_84,Lz,Lz_16,Lz_84,E,E_16,E_84,vR,vR_16,vR_84,vT,vT_16,vT_84,vZ,vZ_16,vZ_84,age_Dnu,age_16_Dnu,age_84_Dnu,mass_Dnu,mass_16_Dnu,mass_84_Dnu,rad_Dnu,rad_16_Dnu,rad_84_Dnu,dist_Dnu,dist_16_Dnu,dist_84_Dnu,age_L,age_16_L,age_84_L,mass_L,mass_16_L,mass_84_L,rad_L,rad_16_L,rad_84_L,dist_L,dist_16_L,dist_84_L,warn_low_numax,warn_high_Dnu,warn_high_RUWE,warn_NSS,warn_GALAH,drop_K2_dup,warn_plax_err,warn_dustmaps,warn_nve_Av_Dnu,warn_nve_Av_L,warn_massdiff,RelDat_Dnu,RelDat_L,RelAge_Dnu,RelAge_L
201120347.0,102.0,160331003201176,1636148068921376768,14.4097,0.550311,2.12323,0.209693,70.14675940268283,12.643657114908844,-0.4901719,0.0577261152875095,0.2888530178734093,0.0223700605256072,5.321794130601202,5.258293980384747,5.385894493284666,2.6668981511602423,2.530106657330427,2.809140637765103,0.326607961246341,0.3197448594598741,0.3332865124980477,1200.5802071384874,1186.3399704299984,1214.8959747440806,-49053.99579751368,-49164.36194583788,-48929.21636461753,78.87595966218464,75.98249859517435,81.85088725862654,152.74880301625203,150.97386113401456,154.54198992898574,-36.67460572072824,-38.05729900056257,-35.25670606013323,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,False,False,,False,False,False,False,False,False,False,False,False
240465451.0,112.0,170602005201176,1636148068921376768,16.3197,0.745293,2.18366,0.211282,75.62537701800336,9.600669893684817,0.09270573,0.0596729274592395,,,5.979921088617323,5.913943567123778,6.052298851598902,0.0964636917042769,0.0923385878910887,0.1010115935382827,0.1475915801332386,0.1430799935779705,0.1521338597073529,1344.925243620942,1330.7045293907345,1360.4661357209,-54516.74785379182,-54976.42400291484,-54014.47887515225,25.043016967219604,24.66441162005958,25.43575252916012,197.16587253419613,196.08807757053717,198.31423962321185,-6.933651670445539,-7.380078875996297,-6.538737793573212,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,True,,False,False,False,False,False,False,False,False,False
249262031.0,15.0,170603004101292,1636148068921376768,26.6221,0.793031,3.78758,0.18184,48.57081475782278,5.125993877344729,-0.047963142,0.0679728886633929,0.0230411804778866,0.0309132033658263,7.645002388195699,7.62150324749279,7.669277331780855,1.8009267393196315,1.7517706506564088,1.8493269938309385,0.2225572445491442,0.2191027263981055,0.2258643265048677,1689.3923042682122,1684.6896919594228,1694.2462796872703,-39988.06044353433,-40014.03947588139,-39959.98546657917,14.434802413629248,14.346180919902388,14.526155270574169,258.0880720678506,257.62915706304364,258.5397624208175,59.686404897934814,58.43065166667957,60.907549017171895,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,False,False,False,False,False,True,True,True,True
214643390.0,7.0,170603006101140,1636148068921376768,29.7733,0.929908,3.76048,0.0857517,45.147390686554594,5.059806344119806,-0.03779888,0.0580830067993842,0.0733292826854985,0.0215102969906219,6.300191707246608,6.246279420202184,6.350822315199465,0.2069861157462242,0.2061141045854131,0.2079991003379275,0.2615321902807471,0.2600146337426137,0.2632567561346994,1413.242306054471,1401.822145077697,1423.9390537881611,-49680.82322294912,-50027.9977755313,-49353.13636787544,73.25679081269041,73.12180699569345,73.39176245364149,198.15634483101329,197.39615876912688,198.8532470543716,6.949500632322859,6.4122636749082345,7.454735708682778,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,False,False,False,False,False,True,True,True,True
249831792.0,15.0,170603003101054,1636148068921376768,240.552,2.78391,17.5705,0.119717,,,-0.4381318,0.0434375930453333,0.0754734035853277,0.0125155628611688,7.873157552581432,7.857852256713987,7.8888850074565235,0.5258983270713403,0.5092935368233825,0.5414553706125192,0.163685536548918,0.162327306422666,0.1650338139618206,1734.8622708287735,1731.8224005213838,1737.9844762575854,-41386.68282464561,-41433.30858948724,-41340.779635333456,47.16843298296303,46.725337768842365,47.61280470263132,224.75597584771089,224.50083200052885,225.00931567574696,26.539005860950724,25.78870059645633,27.24360530294785,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,False,True,False,,,True,False,False,False
214883984.0,7.0,170725003601079,1636148068921376768,32.5066,0.920611,4.08504,0.100297,48.68960893913047,10.608311469579606,-0.088569164,0.0935037881825628,0.1053878426083369,0.0523138067278625,4.2775271576972855,4.185269846575283,4.372678046373578,1.006390499328517,0.989069717563948,1.0233783814116184,0.0455720330567909,0.0396494230716408,0.0511320604763264,958.30205412833,936.009935439897,981.1352755811058,-68256.53768631915,-69180.32429802051,-67322.08171367188,-22.5078022126988,-23.71450254742637,-21.152182525010392,208.662943216231,207.7479238617403,209.49757609761463,-57.9574257674546,-59.50593887639451,-56.4191566469692,9.314798,7.134257000000001,13.174895,0.996891,0.916342,1.083867,10.264936,9.911832,10.62106,3563.242188,3473.164062,3652.03125,8.488708,4.884079,14.292571,1.029579,0.898037,1.231261,10.486337,9.956817,10.988007,3626.601562,3498.007812,3736.757812,False,False,False,False,False,,False,False,False,False,False,True,True,True,True
211379264.0,5.0,160107004101222,1636148068921376768,23.8205,0.529181,3.29611,0.18366,47.451611432488605,6.194305718354967,-0.21019077,0.0674806517726618,0.1648878298848854,0.0343472655876126,7.251127808943711,7.239987111371081,7.261974338697136,1.6698394630729243,1.6250765147823472,1.7174744916141484,0.2368632506504527,0.2308043284347177,0.2434854148594448,1610.056863060741,1607.7962535810282,1612.2568638837731,-41622.89420546944,-41768.07118572628,-41455.939927308,3.5972320797776494,2.555740663122932,4.60836739645147,163.20357431805178,161.63659133446853,164.64345822134086,25.60661556624216,24.80402145969585,26.34622212621068,9.230662,5.148417,14.747239000000002,1.002742,0.8832049999999999,1.198122,12.038985,11.318352,13.140238,2669.765625,2557.890625,2810.585938,16.423638,13.626764,18.652812,0.853077,0.827144,0.892114,9.78898,9.535603,10.151162,2244.042969,2209.394531,2284.101562,False,False,False,False,False,,False,False,False,False,False,True,True,True,True
215030092.0,7.0,170724002601234,1636148068921376768,49.8813,0.859186,5.64306,0.120174,25.947068282782908,3.143488637528023,-0.4092064,0.0860929212212098,0.1348978771088294,0.0400746555076152,5.405598827755052,5.358540253103794,5.452121332596534,0.3401303381030911,0.3336876070279466,0.3469371971668215,0.2408478307957021,0.2391296782762857,0.2424895388393888,1219.2848503987148,1208.794045374804,1229.6254270799595,-57170.1592043354,-57533.26325912748,-56812.12806208556,63.80445428614519,63.58488673134983,64.03042715333551,193.8844278536469,193.29093536492024,194.46955904536736,0.3047283368094932,-0.1244414898503593,0.710954639588025,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,True,,False,False,False,False,False,False,False,False,False
247281599.0,13.0,181226002101340,1636148068921376768,114.246,2.05476,9.1289,0.0755296,,,0.2767172,0.0821640780754865,-0.0415202547743853,0.0383623222187928,7.267170428193609,7.236070256522428,7.30142672067826,0.2398075388436757,0.2328030306616875,0.246119825639423,0.1561344431372901,0.1507793680047222,0.160918491062101,1613.3104665637993,1607.00123915367,1620.2514056037785,-45262.45711628812,-45376.20738576975,-45136.81778133511,11.495210052196498,11.373614467302088,11.623396042913578,188.21829143026088,187.2060305558066,189.348810660696,11.23686634420214,10.988485855735789,11.467250850116203,2.813478,2.280641,3.493959,1.521393,1.431873,1.617016,6.794031,6.631929,6.96006,587.6611330000001,574.7705080000001,600.9228519999999,,,,,,,,,,,,,False,False,False,False,False,,False,True,False,,,True,False,False,False
220476544.0,8.0,161008003501358,1636148068921376768,136.688,1.56654,11.4173,0.0457768,12.636025851887348,1.311298052726799,0.1219182,0.0465242005379646,0.0836138503298286,0.0150749149348438,5.860346592933828,5.821930547801434,5.900751287278003,0.7058134072959303,0.6818061236887906,0.7290179877895336,0.2899801647533159,0.2855120127443087,0.2942471099829474,1319.113551826862,1310.7838972060845,1327.8547933430605,-51185.43662374619,-51300.23159542077,-51060.369587302426,-34.45643345529828,-34.825724600442314,-34.06569577239717,161.5817713343671,160.5070035092788,162.71268312770962,-24.70499121530481,-25.47791687858855,-23.918443555928626,8.160423,6.991313000000001,9.569712,1.111852,1.064434,1.1611209999999998,5.280825,5.1952940000000005,5.365662,528.4863280000001,519.6484379999999,537.4951169999999,8.252743,7.259482,9.418978,1.103866,1.064877,1.144169,5.131518,5.016246,5.250766,513.24707,505.131836,521.52832,False,False,False,False,True,,False,False,False,False,False,False,False,False,False
235014196.0,112.0,160531003601064,1636148068921376768,38.7235,0.929863,4.29766,0.0561664,48.67979140600058,5.753569875708879,-0.03266716,0.0674475494020547,0.0840793100623849,0.029251216488623,6.311046545764105,6.248558699366318,6.379722660076807,0.2163081464686604,0.2116086333919442,0.2204595212591959,0.1332887027046572,0.1327792388162915,0.1338533601188388,1415.5379004794397,1402.3055968584897,1430.032750407339,-52025.34800812799,-52477.896591033175,-51534.43050143711,-39.85210764394744,-39.90569510405123,-39.79710269974325,215.89893768691508,215.35415677411555,216.48753461474723,4.379018339134967,4.1440596361788185,4.601042858079995,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,False,False,False,False,False,True,True,True,True
247363293.0,13.0,170220001601230,1636148068921376768,17.5896,0.432893,2.33568,0.0922549999999999,87.36727624682875,10.392661023691526,-0.4673581,0.086363401037552,0.1141829399884644,0.0418601597870854,8.454112979759081,8.433908363552144,8.474852104336156,0.4315957657860019,0.3949160143428794,0.4646914797582435,0.1006344330873651,0.0905393674998529,0.1094327685836869,1849.2420872775551,1845.2949938682293,1853.2914436607723,-39154.52698728783,-39187.141991752615,-39125.45467234367,10.436839523502346,10.2386120878535,10.629739384178482,197.2206657426716,195.0999866174457,199.75919279653544,-12.50020281564078,-13.313164311121144,-11.569220294352258,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,True,,False,False,False,False,False,False,False,False,False
