KIC_ID,APOGEE_ID,ASPCAP_ID,GAIADR3_ID,numax,numax_err,Dnu,Dnu_err,EvoState,L,L_err,Fe_H,Fe_H_err,alpha_M,alpha_M_err,Rg,Rg_16,Rg_84,Zmax,Zmax_16,Zmax_84,e,e_16,e_84,Lz,Lz_16,Lz_84,E,E_16,E_84,vR,vR_16,vR_84,vT,vT_16,vT_84,vZ,vZ_16,vZ_84,age_Dnu,age_16_Dnu,age_84_Dnu,mass_Dnu,mass_16_Dnu,mass_84_Dnu,rad_Dnu,rad_16_Dnu,rad_84_Dnu,dist_Dnu,dist_16_Dnu,dist_84_Dnu,age_L,age_16_L,age_84_L,mass_L,mass_16_L,mass_84_L,rad_L,rad_16_L,rad_84_L,dist_L,dist_16_L,dist_84_L,warn_low_numax,warn_high_Dnu,warn_high_RUWE,warn_NSS,warn_APOGEE,warn_plax_err,warn_dustmaps,warn_nve_Av_Dnu,warn_nve_Av_L,warn_massdiff,RelDat_Dnu,RelDat_L,RelAge_Dnu,RelAge_L
3964353,2M19362221+3905527,apogee.apo25m.synspec_fix.K20_073+09.2M19362221+3905527,1636148068921376768,62.82,0.46,6.443,0.016,1,27.80248549895201,3.6004814883437657,-0.35812,0.0096264435,0.136125,0.008304498,7.862083126355866,7.853190105752533,7.873533507227012,0.761971014464059,0.7328278842236338,0.7950028570927908,0.0582335027438783,0.0557161106176389,0.06086919331822,1732.6628627971218,1730.8961350504342,1734.9369229815168,-42053.52665505235,-42151.9719455146,-41931.26400057849,12.242089543766514,11.48456376348438,12.965259766923474,226.661097135671,226.53820180891032,226.81796223123635,-28.014549580749552,-29.038382363818485,-27.053952345639857,6.854377,6.141895,7.628441,1.068516,1.038456,1.099988,7.5898,7.508634,7.67342,2900.039062,2822.382812,2979.453125,9.241168,5.685009,14.608355,0.98196,0.863694,1.126669,7.63302,6.990587,8.280225,2895.078125,2554.628906,3225.703125,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3965022,2M19370444+3905345,apogee.apo25m.synspec_fix.K20_073+09.2M19370444+3905345,1636148068921376768,61.88,0.61,5.434,0.033,2,61.03071350641192,3.38040273561183,0.089462,0.0066569424,-0.012853999,0.0049193352,7.533589259231727,7.518826840032441,7.548599172236019,0.2440858431252223,0.2357762867500161,0.2525658646658832,0.079194374239355,0.0752860180911683,0.0833513288904866,1667.063106615596,1664.0980294616936,1670.0763355217528,-44485.24460274803,-44531.7565998801,-44430.02138138968,22.64540772536177,21.496702228472245,23.84484047901044,216.0965681312136,215.9172613217559,216.29204528489225,6.265140830614637,6.11887773720131,6.43263918142742,0.795824,0.674193,0.909964,2.358307,2.252679,2.458093,11.324735,11.104042,11.530491,1296.308594,1242.714844,1350.917969,0.973702,0.832169,1.141079,2.182709,2.064963,2.300729,10.250511,9.966939,10.684128,1177.792969,1118.964844,1250.810547,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3965149,2M19371183+3905233,apogee.apo25m.synspec_fix.K20_073+09.2M19371183+3905233,1636148068921376768,30.11,0.34,4.337,0.267,2,46.68434502633207,2.070369644833957,-0.74844,0.008040403,0.31607503,0.00922349,5.899567080110831,5.862961889849907,5.942902952472832,0.6369020042379735,0.5712128702754316,0.6988605513110218,0.2231759153377528,0.2209127732400014,0.224938655613713,1327.598882946094,1319.6799568052422,1336.9528254527718,-52687.81628819697,-52774.014266351696,-52567.36234715004,14.776575885656904,13.957070548458605,15.516153915981622,173.07644781941335,172.28613560207512,173.9779633447435,33.019518560382934,30.286398000229145,35.4608257409863,10.644643,6.952212,15.784809,0.86964,0.788766,0.969586,9.755675,9.296177,10.318378,1598.535156,1487.65625,1718.59375,18.810433,17.402707,19.45952,0.750404,0.738535,0.766893,7.73805,7.398838,8.101121,1284.570312,1215.507812,1357.929688,False,False,False,False,False,False,False,False,False,False,True,True,True,True
3965214,2M19371534+3904153,apogee.apo25m.synspec_fix.K20_073+09.2M19371534+3904153,1636148068921376768,40.7,0.7,4.519,0.047,2,61.40150368712005,4.4996037607741295,-0.39686,0.00748483,0.063482,0.0070921704,7.816601984625796,7.81313234991597,7.82122275965823,0.4877823734071643,0.4715282837087977,0.5035442912648899,0.0607263602997494,0.0583003103721017,0.0633097961108917,1723.6221645297635,1722.9319397451038,1724.5412709793754,-42690.79481782713,-42741.37901953426,-42633.21950501711,15.57842379610566,14.744383115564162,16.421883136000318,225.47161605496768,225.40755016967387,225.53765147035992,-0.7825179330834733,-1.095928833150578,-0.481930976111207,2.571756,2.178874,2.755799,1.403937,1.371977,1.492537,10.736346,10.695032,11.057257,2834.375,2755.976562,2925.625,3.16489,2.533299,3.957854,1.309859,1.214196,1.410147,10.679622,10.55868,10.795306,2820.351562,2743.4375,2901.523438,False,False,False,False,False,False,False,False,False,False,True,True,True,True
3965225,2M19371567+3902334,apogee.apo25m.synspec_fix.K20_073+09.2M19371567+3902334,1636148068921376768,46.59,0.52,5.024,0.016,1,40.417515145336026,1.8995305682068544,-0.12484,0.0076568819999999,0.07457,0.005616016,7.097839811672049,7.095135765223135,7.10099707582733,0.3074726726981826,0.2989366273725221,0.3169288857077005,0.1273965281517716,0.1254792792670821,0.1294678824234705,1578.867028547394,1578.315147763092,1579.5113334180303,-46600.47831165388,-46617.1028567368,-46578.497592663865,-32.336211843599855,-33.162093049777305,-31.567857679696942,206.1283420162464,206.0746961975649,206.1884151679621,2.0089253810318493,1.8827190816858788,2.1349626866744917,7.367256,6.508664,8.328057,1.092624,1.053826,1.133327,9.000471,8.880985,9.123025,1771.757812,1720.039062,1825.078125,4.680558,3.850228,5.567507,1.240996,1.179988,1.309077,9.480087,9.146849,9.77765,1870.390625,1776.738281,1963.847656,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3965502,2M19373121+3903381,apogee.apo25m.synspec_fix.K20_073+09.2M19373121+3903381,1636148068921376768,115.05,0.61,9.537,0.025,1,23.357856026814936,1.2119259485910463,-0.022005,0.011927998,0.017129902,0.008715125,7.484712290368364,7.473290298962897,7.495661512939679,0.3504108241859794,0.342293190663984,0.3589140142309745,0.0627760793314305,0.0603308118088852,0.0652776288464553,1657.2401604572503,1654.9422175579114,1659.4421201511398,-44734.11364553176,-44776.50529855577,-44692.7296026023,17.46998872919667,16.794023844304473,18.1689460984858,216.17454770586252,215.9867622300819,216.34901246921072,13.31033789236389,13.060533235140436,13.544472344540022,2.806764,2.551236,3.081545,1.455672,1.420935,1.491615,6.525713,6.463408,6.586507,1711.132812,1667.578125,1755.703125,2.112528,1.791586,2.533672,1.569595,1.49118,1.646722,6.532315,6.30859,6.759456,1717.167969,1628.769531,1810.371094,False,False,False,False,False,False,False,False,False,False,True,True,True,True
3965887,2M19375458+3904550,apogee.apo25m.synspec_fix.K20_073+09.2M19375458+3904550,1636148068921376768,59.42,1.04,5.239,0.031,2,74.6830846863138,3.2382939527218344,-0.11892,0.007961666,0.0242976,0.0067315116,7.00135956835835,6.982437204799854,7.019380623388219,0.2301962276494565,0.219668680773672,0.2411921060132733,0.0988625770128423,0.0967099589635408,0.1011163935878723,1559.138795764615,1555.260474729265,1562.829589740543,-47597.8233779444,-47683.619344399885,-47512.74184567554,12.82515405548302,11.969877792129829,13.697525770609854,202.36913799960348,202.123760076008,202.60751768061093,3.019145815726966,2.913721213604949,3.116286506739034,0.613927,0.490019,0.758441,2.529965,2.361298,2.68855,11.923241,11.605937,12.202519,1381.035156,1308.066406,1453.867188,0.762613,0.659273,0.863509,2.350579,2.252233,2.455292,10.95504,10.654962,11.236364,1269.238281,1216.474609,1323.339844,False,False,False,False,False,False,False,False,False,False,True,True,True,True
3966952,2M19390009+3901414,apogee.apo25m.synspec_fix.K20_073+09.2M19390009+3901414,1636148068921376768,59.88,1.12,5.7120000000000015,0.018,1,28.56373216772906,1.141437611274593,0.23354,0.0077423714,0.0219688,0.0046501634999999,6.849777665100064,6.829815413702561,6.869473384895081,0.2716594726106263,0.2592856341595084,0.2847179201888209,0.1143705984489411,0.1122290344384792,0.116708137896362,1527.9845152331436,1523.8667946916426,1532.0438005835058,-48377.44126157487,-48466.947856798506,-48288.56648226464,13.061450078588985,12.24667839902528,13.91676105779809,198.8479650378033,198.52999493102533,199.14492673622192,7.924965480229496,7.675120093661152,8.193452446499279,4.179187,3.310966,5.291321,1.357725,1.269957,1.452792,8.904078,8.698579,9.120903,1554.980469,1480.136719,1633.984375,6.449364,5.344842,7.627202,1.197915,1.143122,1.260629,8.340626,8.080441,8.578079,1458.945312,1393.515625,1524.980469,False,False,False,False,False,False,False,False,False,False,True,True,True,True
3967161,2M19391123+3903001,apogee.apo25m.synspec_fix.K20_073+09.2M19391123+3903001,1636148068921376768,32.0,2.2,3.572,0.069,2,70.43170302473027,2.012377114880917,-0.04065,0.007335963,0.0071600005,0.005158611,8.641215149065868,8.629729695203286,8.653237932449597,0.1993473736841733,0.1746768403182007,0.2232818571794715,0.1049581788734486,0.1040995484210861,0.1060106465709525,1885.6969296525492,1883.4640317353224,1888.033616255896,-38427.601195664975,-38458.56380794637,-38389.46889929804,2.246004249598414,0.8253592135949154,3.592166281916862,241.0562820399819,240.94791711695197,241.15585919394655,-7.96359865200955,-9.308398501928457,-6.528141620590089,5.254201,3.461298,8.549074,1.187287,1.002026,1.372083,11.854407,11.161237,12.477214,703.398438,638.027344,765.595703,2.378101,1.898693,2.922012,1.533945,1.432168,1.65866,11.817812,11.51304,12.04846,705.986328,682.177734,728.818359,False,False,False,False,False,False,False,False,False,False,True,True,True,True
3967300,2M19391946+3900222,apogee.apo25m.synspec_fix.N6819-RV_btx.2M19391946+3900222,1636148068921376768,161.61,1.54,12.475,0.012,1,,,0.012142,0.006741537,0.010857001,0.005244004,8.021944651465489,8.015323410756052,8.028122227933935,0.3955553892920466,0.3863451119967395,0.4050757787019015,0.038097462483213,0.0371458724685071,0.0391990338025948,1764.33920563615,1763.030260260671,1765.560210813774,-41785.31738423596,-41805.45024376621,-41766.91197178977,7.620852746783912,7.178040631512251,8.073436522051374,224.4067630108633,224.334083911378,224.4720204801454,24.190373745214146,23.728618199015013,24.67137541280144,3.102363,2.742969,3.527742,1.414084,1.366186,1.461712,5.41782,5.351058,5.479718,521.074219,506.801758,535.488281,,,,,,,,,,,,,False,False,False,False,False,False,False,False,,,True,False,False,False
3968119,2M19400714+3900216,apogee.apo25m.synspec_fix.K20_073+09.2M19400714+3900216,1636148068921376768,63.55,0.54,6.24,0.013,1,25.33104150042747,1.1046499145974646,0.15295,0.0105429385,0.0226181,0.0064644977,8.693583414986634,8.687561473485799,8.700315624398032,0.3854003049673596,0.3718116018238105,0.3995519277500065,0.1351625301437846,0.1349582313220984,0.1353872633663163,1895.8699543870416,1894.7007943989768,1897.1768116679368,-37741.20991482983,-37758.35683178985,-37720.38240115552,0.8313941155317234,0.2784440192632044,1.4002156767979583,247.15127792107225,247.1143240563364,247.1865666097497,-9.354275429681415,-9.91984858652916,-8.781521768905632,6.663097,5.872998,7.594428,1.173207,1.13302,1.213941,7.993896,7.892236,8.092761,1720.957031,1669.746094,1773.730469,7.448575,6.272236,9.089899,1.131145,1.071554,1.187191,7.693828,7.450792,7.958987,1655.3125,1577.246094,1738.828125,False,False,False,False,False,False,False,False,False,False,True,True,True,True
3968382,2M19402228+3902270,apogee.apo25m.synspec_fix.K20_073+09.2M19402228+3902270,1636148068921376768,41.21,0.82,4.468,0.044,2,54.37988405438463,2.2182109242339125,0.12512,0.0067898673,-0.012323,0.0046787485,7.573170915995767,7.561242256513249,7.5860135219728,0.3386208941101117,0.3298988584687319,0.3468233323683485,0.0843716795758168,0.0827474205064712,0.0859996596183087,1675.0057250874968,1672.6132122994798,1677.5804527835337,-44105.72293738721,-44152.39664260261,-44053.40826002935,-24.813639836193595,-25.275805868723086,-24.345018521906653,215.68148936126076,215.50738293429123,215.87179315679023,18.15405773121615,17.793359304579248,18.49462213325944,3.080869,2.853861,3.356669,1.439959,1.399856,1.480554,10.924762,10.82853,11.030883,999.462891,973.769531,1030.400391,3.381831,2.943735,3.882064,1.396205,1.333139,1.461262,10.886649,10.792829,10.982688,995.537109,975.703125,1016.09375,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3968402,2M19402337+3904112,apogee.apo25m.synspec_fix.K20_073+09.2M19402337+3904112,1636148068921376768,37.81,0.84,4.097,0.026,2,48.77521005249506,3.8167323226437073,-0.215,0.011228198,0.119285,0.008340791,8.888699399091056,8.867861474127553,8.91340189971405,1.462265297349988,1.212198978283924,1.80601261336406,0.2666841706139115,0.249109454428105,0.2882759872746476,1933.6616359294485,1929.633746023504,1938.434062441596,-33676.46050489454,-34179.709480899786,-32939.5360877522,60.33466240193039,52.25278006559533,69.6796326651669,251.77735923292045,249.85856614173588,253.1663153814703,-40.0160788818475,-46.08462625601741,-34.994162232338354,1.189596,1.163702,4.687439,1.896717,1.219648,1.908971,13.068029,10.823454,13.211536,3569.140625,3484.921875,3647.929688,5.373061,4.182658,6.966853,1.141345,1.044044,1.243646,10.530136,10.329901,10.688294,2868.632812,2771.835938,2962.421875,False,False,False,False,False,False,False,False,False,False,True,True,True,True
3968710,2M19403958+3905021,apogee.apo25m.synspec_fix.K20_073+09.2M19403958+3905021,1636148068921376768,38.1,0.9,4.33,0.051,2,58.376716564290525,1.667451106679869,-0.0034868997,0.0070454567,0.0051620007,0.0051138676,6.892002415003249,6.881041960381153,6.9027757757083705,0.305112551068803,0.2974153920694958,0.3131609997068941,0.111842738765272,0.1111779303525816,0.1125277009421534,1536.682851600534,1534.4264915541503,1538.8996747793435,-48074.1226300377,-48126.55920943734,-48023.06353514395,-4.743338677009305,-4.826135983471788,-4.661500313610862,197.3603366160586,197.1824538225925,197.5309653095884,18.089702192594125,17.69004618349808,18.50708277032224,4.017838,3.612532,4.52209,1.296155,1.247727,1.343434,10.781779,10.63525,10.891661,893.642578,869.609375,917.607422,3.112872,2.792042,3.478197,1.405324,1.354644,1.455724,10.824126,10.75579,10.905626,897.617188,880.078125,916.435547,False,False,False,False,False,False,False,False,False,False,True,True,True,True
3968711,2M19403960+3904316,apogee.apo25m.synspec_fix.K20_073+09.2M19403960+3904316,1636148068921376768,42.94,0.38,4.709,0.015,1,34.94619367719108,2.072627962931639,-0.32361,0.00948403,0.081547,0.00782634,7.706632848273616,7.697562308190037,7.716355247617503,0.6293841279226478,0.610371273084637,0.648824723548556,0.0442997897804585,0.0424718201318028,0.0461385450638171,1701.7081783937408,1699.897152209053,1703.6487551749394,-43138.11133581324,-43153.990909944834,-43119.2573805259,10.118575224460487,9.476396086110972,10.741412116542287,222.48621761139435,222.2822550276425,222.6945519189752,29.68740656499395,29.00952150508109,30.361684852660968,5.2229,4.57091,6.010091,1.156053,1.113482,1.200056,9.582947,9.448739,9.718791,2225.195312,2156.640625,2295.253906,11.240856,9.524407,13.287773,0.928551,0.88395,0.974805,8.773883,8.508053,9.044697,2039.726562,1939.082031,2145.527344,False,False,False,False,False,False,False,False,False,False,True,True,True,True
3968764,2M19404277+3901305,apogee.apo25m.synspec_fix.K20_073+09.2M19404277+3901305,1636148068921376768,59.77,0.48,5.978,0.015,1,35.16797660354365,1.1650340696793666,-0.30034,0.0083240119999999,0.053674,0.0070571509999999,8.537655388405371,8.529280292269702,8.547343373370396,0.4405350371301083,0.4317235857290748,0.4488772098783135,0.128359716649508,0.1281071059055475,0.1286495978055314,1865.5407428791664,1863.908379178044,1867.428565581341,-38518.848467226366,-38554.57804385046,-38477.14618542746,-17.77160787589033,-17.84929855635522,-17.689790993705238,242.4988570756403,242.4210674612688,242.58731878713,17.064062760943862,16.86101610556629,17.27057231745511,3.903246,3.484558,4.36637,1.259863,1.220844,1.300866,8.439481,8.341309,8.540653,1518.691406,1477.675781,1561.328125,4.023418,3.576146,4.544788,1.24636,1.203336,1.289981,8.304322,8.118138,8.495623,1492.871094,1439.765625,1548.085938,False,False,False,False,False,False,False,False,False,False,True,True,True,True
3968896,2M19405011+3905393,apogee.apo25m.synspec_fix.K20_073+09.2M19405011+3905393,1636148068921376768,33.67,1.25,3.992,0.174,2,48.20549723349575,3.2434763043482917,-0.17327,0.009940586,0.068184,0.0077520869999999,7.674519388978556,7.662399078469942,7.689864942378122,0.7979111006937935,0.7497890250870357,0.8464902525450876,0.09746013169532,0.0906969860877047,0.1039697718459002,1695.293956568021,1692.871315545348,1698.359869336286,-42775.937876737,-42818.50595214143,-42711.49467349152,26.47510651664341,24.468337968962523,28.377506183624043,221.3245407464684,220.74585219314108,221.91572692021643,33.78176732363049,32.38076691466775,35.204174362942005,6.676,5.042393,9.647612,1.06098,0.95378,1.169429,10.42838,10.052077,10.721786,2789.570312,2631.953125,2915.664062,10.770269,8.235924,13.969526,0.928048,0.874045,0.987931,10.027616,9.763693,10.276545,2686.015625,2575.976562,2797.421875,False,False,False,False,False,False,False,False,False,False,True,True,True,True
3969220,2M19410715+3902080,apogee.apo25m.synspec_fix.K20_073+09.2M19410715+3902080,1636148068921376768,7.29,0.23,1.376,0.061,1,123.591393736964,20.94366550543076,-0.099233,0.012128698,0.191045,0.0072587053,6.738752046009328,6.434911617654318,7.084454388848214,1.0700837638132987,0.9689015141963306,1.1824951282340563,0.2417348456467084,0.2360597287666218,0.250461927932877,1505.0372476062184,1441.6454088719058,1576.1345532635837,-45668.58798488062,-47601.48272361865,-43541.62633770936,-57.084946976863264,-60.45563644350911,-53.62531959345349,186.28166535008648,180.6222695966972,192.49182495188003,-32.92231221995398,-34.962165059531124,-30.91723137908526,14.977287,10.407842,18.296347,0.904278,0.854808,1.002426,20.952307,20.328205,22.003674,5033.359375,4733.828125,5406.171875,14.183891,9.938092,17.892548,0.921296,0.863555,1.018796,20.300369,18.197523,22.661088,4792.421875,4113.515625,5457.5,True,False,False,False,True,False,False,False,False,False,False,False,False,False
3969242,2M19410858+3901096,apogee.apo25m.synspec_fix.K20_073+09.2M19410858+3901096,1636148068921376768,45.16,1.37,4.65,0.025,2,60.09204086492851,2.489381992981292,-0.047082,0.008936009,0.011950001,0.0067260824,7.8268851073012495,7.810764902928889,7.8432608192489,0.3891328213037817,0.3737370079133509,0.4052324648940054,0.166025383785637,0.1600269511913558,0.1718971932773123,1725.667370279639,1722.460932715259,1728.922954837274,-41761.6174062403,-41774.39015294027,-41747.48264080569,48.88389849159466,46.95918554158808,50.76843155747368,225.45984659891832,225.1097206795025,225.7968450113605,-4.978007586428491,-5.366795584602664,-4.602429777188537,2.401954,2.154121,2.560199,1.519833,1.490935,1.590875,10.83312,10.795964,11.039765,2031.464844,1976.269531,2100.449219,2.008499,1.726416,2.379198,1.610882,1.523261,1.694253,10.769418,10.593043,10.852382,2027.128906,1981.367188,2077.441406,False,False,False,False,False,False,False,False,False,False,True,True,True,True
3969841,2M19413796+3904013,apogee.apo25m.synspec_fix.N6819.2M19413796+3904013,1636148068921376768,32.33,2.48,4.082,0.098,2,59.49507313322351,4.900765755772629,-0.35323,0.0107090315,0.115504004,0.009153685,6.339024888177558,6.310562131839747,6.375932913080889,0.8742141835130757,0.8089373297944658,0.942171435470491,0.1703534895060818,0.1672909331920572,0.1730370688142707,1421.4490276974566,1415.4354826937536,1429.2341708590675,-49891.02688673878,-50197.14125838406,-49526.740845929264,-27.417607821371384,-29.021466117799832,-25.866247132449622,185.40471009482275,184.8317966584009,186.1341260678768,37.0521848254546,35.089441058128564,39.01127986585944,8.087548,5.861351,12.329142,0.969914,0.883154,1.076653,10.176854,9.833467,10.464513,2880.820312,2723.828125,3020.9375,5.412459,4.027997,7.672861,1.102702,0.979711,1.221337,10.501214,10.243271,10.728451,2973.671875,2850.117188,3105.585938,False,False,False,False,False,False,False,False,False,False,True,True,True,True
3970003,2M19414544+3903331,apogee.apo25m.synspec_fix.K20_073+09.2M19414544+3903331,1636148068921376768,16.52,0.28,2.219,0.017,0,79.35999118965995,7.470301035904903,-0.090317,0.010233248,0.018296402,0.0065956296999999,7.667118285563333,7.596919225705331,7.751188577207293,0.526664135096255,0.4972005705863707,0.5591674500426107,0.0567185415916672,0.0553199393029409,0.0589416881439178,1693.814719811156,1679.7659770760415,1710.596373949573,-43466.39605717114,-43908.99639748617,-42944.52530153794,-16.74493366344199,-17.187203116663365,-16.319388690679755,219.04197839395783,217.8856387326238,220.3933325407648,-1.2309075224385952,-1.634745079781343,-0.8481709649113441,5.988039,4.736744,7.601769,1.158428,1.082525,1.240013,15.764133,15.352797,16.187801,3504.6875,3328.4375,3690.234375,7.871459,5.620401,11.452816,1.051223,0.947955,1.157299,14.227356,12.811451,15.38762,3169.492188,2800.859375,3526.015625,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3970053,2M19414750+3903508,apogee.apo25m.synspec_fix.K20_073+09.2M19414750+3903508,1636148068921376768,19.93,0.46,2.6260000000000003,0.017,1,63.89537096672038,5.234614806127341,-0.091467,0.008210057,0.078042,0.0054569719999999,5.833210719115588,5.804824191182188,5.872458624457082,0.3979373825051631,0.3755513275117377,0.4229843106573117,0.2465910986985666,0.2436062312157396,0.2488109500368281,1313.231646284224,1307.068862485491,1321.735994248361,-53246.21784323504,-53466.170128061705,-52952.49734717609,-23.339826728482823,-25.14779105233755,-21.71699235614654,171.44713089966945,170.78286293142827,172.34001359244536,-2.357829419704448,-2.569137598042835,-2.1351099730492997,8.870137,6.683818,11.853324,1.039934,0.957373,1.127973,13.584283,13.174331,13.998368,2735.820312,2578.828125,2899.921875,10.846623,8.135588,14.571447,0.980024,0.902206,1.063272,13.150247,12.449725,13.892222,2654.6875,2447.382812,2877.304688,False,False,False,False,False,False,False,False,False,False,True,True,True,True
3970223,2M19415537+3902207,apogee.apo25m.synspec_fix.K20_073+09.2M19415537+3902207,1636148068921376768,38.11,0.6,4.421,0.023,2,51.52588453974113,2.0647317895493704,0.056949,0.006916483,0.0216239,0.0048361104,6.990869672191626,6.9872007486735725,6.994933583976783,0.3100691140659281,0.3046770737322792,0.3151372234538364,0.093641693455789,0.0930129292856992,0.0942244290194994,1556.9891629143249,1556.237093251248,1557.8220663498378,-47596.10545146703,-47608.796922008936,-47582.32568815807,13.297112606723474,13.000984226328727,13.599638578663791,203.27996308521492,203.2149920357956,203.34863846661537,-6.131094003187361,-6.317452171556503,-5.951384346803116,3.995236,3.703555,4.214253,1.31142,1.285182,1.345248,10.713901,10.655318,10.803182,1986.855469,1957.285156,2021.25,4.899236,4.338128,5.543499,1.227335,1.175996,1.278276,10.713534,10.599334,10.846995,1988.476562,1948.710938,2028.554688,False,False,False,False,False,False,False,False,False,False,True,True,True,True
3970395,2M19420303+3904352,apogee.apo25m.synspec_fix.K20_073+09.2M19420303+3904352,1636148068921376768,35.16,0.8,4.16,0.055,2,51.43443747443851,1.7892752181964229,0.12877,0.006921353,0.0006320011,0.0045671235,7.601309428644324,7.591243728892706,7.611512233532469,0.2643995118809772,0.2568697959090079,0.2721306909977293,0.0263268901198642,0.0260329580490958,0.0266053638462147,1680.64555310061,1678.6286978864905,1682.6891757260992,-44301.189347502645,-44349.28874704385,-44250.53029671052,-7.678496905823199,-7.772244567928586,-7.5732266308499,218.5245643747588,218.4223696446068,218.63761782540772,7.481978362098273,7.403320049482516,7.57077359079313,5.694117,4.912691,6.877898,1.174075,1.102963,1.235398,10.709047,10.470095,10.909994,1581.972656,1523.574219,1632.773438,5.328693,4.758972,5.96464,1.200146,1.153147,1.248164,10.723228,10.596061,10.870792,1582.265625,1549.003906,1615.917969,False,False,False,False,False,False,False,False,False,False,True,True,True,True
3970635,2M19421432+3900208,apogee.apo25m.synspec_fix.K20_073+09.2M19421432+3900208,1636148068921376768,67.35,0.46,6.662000000000001,0.019,1,26.253901596998908,1.3164272106987356,-0.20651,0.010303545,0.075852,0.0080186175,9.993703238241537,9.99108087567247,9.996909914576095,0.4970976620526426,0.4870296605886601,0.5077581011777805,0.3037792670435663,0.303493282005336,0.3041299268673232,2144.8122537346217,2144.316203356192,2145.4188048036604,-28927.405163054795,-28938.088967735865,-28916.260071376328,-24.675873397371,-24.81293665878025,-24.524881117276504,279.5807271068975,279.51092662036785,279.66532051588047,4.222320217325642,3.9433276411914906,4.515233438537686,5.802404,5.182446,6.510393,1.146031,1.113028,1.180068,7.604135,7.518885,7.688938,1796.894531,1749.277344,1845.898438,6.795196,5.670522,8.218815,1.091999,1.03512,1.147934,7.344917,7.105152,7.595168,1733.769531,1647.871094,1824.394531,False,False,False,False,False,False,False,False,False,False,True,True,True,True
3972026,2M19431585+3904014,apogee.apo25m.synspec_fix.K20_073+09.2M19431585+3904014,1636148068921376768,35.55,0.62,4.234,0.022,2,56.90283063249692,2.016276115319624,0.048747,0.0069444473,0.010116002,0.0049342792,7.078415599235905,7.071953062913646,7.085368726201777,0.3182891642279877,0.3082330882903697,0.329128436125878,0.0837137397186547,0.0829584626548548,0.0844033887963887,1574.9013334528756,1573.5812434156394,1576.321254300886,-47105.39552187525,-47125.57019847408,-47081.92981958481,11.65235767119717,11.193953732237045,12.098119698131972,204.75908333178825,204.68800069309304,204.8320681911876,-14.001376550031804,-14.512048571210151,-13.52011263249996,5.522079,4.815803,6.227961,1.174465,1.126622,1.229114,10.591583,10.447697,10.766536,1603.496094,1557.773438,1651.582031,4.173786,3.737665,4.673369,1.286563,1.239071,1.334452,10.799242,10.685064,10.909209,1633.925781,1601.25,1668.378906,False,False,False,False,False,False,False,False,False,False,True,True,True,True
3972170,2M19432234+3904572,apogee.apo25m.synspec_fix.K20_073+09.2M19432234+3904572,1636148068921376768,13.45,0.43,1.902,0.0819999999999999,0,144.60903182099213,7.507390920953759,-0.18363,0.007872666,0.0200567,0.0055459235,7.955907124747234,7.94650472605572,7.980190335502353,0.3278775550831925,0.2930144657382932,0.3672856031183569,0.0438557896937318,0.0432982839735342,0.045815343601011,1751.2726779273626,1749.4101484953187,1756.0805016028953,-42195.70894026116,-42222.59007325246,-42101.7425267752,2.55999317745997,0.6925512560166358,4.572998482964562,228.56720544931636,228.43220132953996,228.8419412530577,3.8009663483522553,3.2815607751963776,4.2878978752019705,5.548553,3.042787,10.005162,1.153775,0.971758,1.382098,17.376425,16.040894,18.921336,2098.613281,1825.097656,2379.003906,2.460285,2.013918,3.045883,1.471567,1.381138,1.561626,19.373861,18.641956,20.129783,2396.035156,2266.152344,2533.300781,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3972675,2M19434613+3902066,apogee.apo25m.synspec_fix.N6819-RV_btx.2M19434613+3902066,1636148068921376768,19.46,0.39,2.684,0.0289999999999999,1,80.9370156572383,4.423564579581026,-0.36369,0.008122584,0.112142004,0.0064219637,7.260447962670986,7.243233692100599,7.280262925745518,0.346193185136466,0.3223207892240974,0.3703008553918729,0.1059115569328935,0.09883708641999,0.112630803377481,1611.9473237613518,1608.455130843828,1615.9642957627418,-45762.261743930976,-45774.56622814087,-45737.74670358426,28.75579019875012,26.56759230525825,30.81861266841143,210.4915073496416,210.0508571419841,210.92794335944623,-5.2623699797500425,-5.888930600768329,-4.633780155212794,10.985918,8.270613,14.457281,0.931015,0.86138,1.009389,12.897852,12.502765,13.325035,2222.089844,2092.128906,2360.78125,6.053031,4.963995,7.461966,1.105194,1.040503,1.170588,13.983578,13.474737,14.515619,2412.910156,2282.246094,2551.464844,False,False,False,False,False,False,False,False,False,False,True,True,True,True
